name	gb number	isolate	isolation_source	lat_lon	country	lab_host	collected_by	culture_collection	host	note	Authors	Title	journal	pubmed_id
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_calida	KJ202250	111		10.381 S 167.125 E	Pacific Ocean					genotype: IIIc	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_calida	KJ202244	99		10.381 S 167.125 E	Pacific Ocean					genotype: IIIc	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_calida	KJ202243	90		10.381 S 167.125 E	Pacific Ocean					genotype: IIIb	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_calida	KJ202242	87		10.381 S 167.125 E	Pacific Ocean					genotype: IIIb	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_calida	KJ202241	91		10.381 S 167.125 E	Pacific Ocean					genotype: IIIb	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KJ202255	112		10.381 S 167.125 E	Pacific Ocean					genotype: Ib	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KJ202252	98		10.381 S 167.125 E	Pacific Ocean					genotype: Ib	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KJ202248	137		10.381 S 167.125 E	Pacific Ocean					genotype: IIa4	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KJ202247	108		10.381 S 167.125 E	Pacific Ocean					genotype: IIa1	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KJ202245	158		10.381 S 167.125 E	Pacific Ocean					genotype: IIa1	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KJ202234	94		10.381 S 167.125 E	Pacific Ocean					genotype: Ib	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KJ202232	92		10.381 S 167.125 E	Pacific Ocean					genotype: Ib	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KJ202226	126		10.381 S 167.125 E	Pacific Ocean					genotype: IIa5	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
